,index,type,x,y,old_index
1021,1021,0,92.94280179268749,63.315633558751436,1476
1022,1022,0,96.40581060857654,47.976724994347975,1478
1023,1023,0,102.81589683010282,55.694253222426525,1479
1024,1024,0,79.68247193540861,53.03356776821831,1481
1025,1025,0,83.79298369844183,62.443304302851935,1482
1026,1026,1,98.1595475926056,53.48290677213538,1485
1027,1027,0,102.189333297881,56.554470689685196,1486
1028,1028,1,103.12711116016573,64.02455086244592,1487
1029,1029,0,97.87643503342979,54.357355261695545,1489
1030,1030,0,85.54644680572792,54.315352044304625,1491
1031,1031,1,83.71816579220527,58.8748495028305,1495
1032,1032,0,104.85726005109409,66.63562353770729,1497
1033,1033,0,95.18251336672834,61.919790346543124,1499
1034,1034,0,92.62107026154287,57.14431916249618,1500
1035,1035,0,99.85792375155194,64.44410464789023,1503
1036,1036,0,88.88197987494448,45.510108341387024,1504
1037,1037,0,97.5453193976569,55.66156785138594,1506
1038,1038,0,100.58339349324427,47.75671247443274,1507
1039,1039,2,87.48083816825473,47.05564278581622,1508
1040,1040,1,91.66202416219508,48.81120357145204,1509
1041,1041,0,102.41291514695875,63.76195035835005,1510
1042,1042,0,82.6596453085476,43.085069393312956,1511
1043,1043,1,90.53465005684816,50.22140891460044,1512
1044,1044,0,97.13610880286564,48.0071770049571,1513
1045,1045,0,86.55226484206955,45.825693666832585,1515
1046,1046,0,83.59867056480654,64.89616691316304,1516
1047,1047,0,96.2490743897857,49.59670810614219,1518
1048,1048,0,88.13769211799377,60.64833982246661,1519
1049,1049,0,103.41450119731212,39.953974735101255,1520
1050,1050,0,87.6118232622114,62.21359640452104,1522
1051,1051,0,89.76124957362624,51.16923832588315,1523
1052,1052,0,91.40322258162301,57.74761969734009,1524
1053,1053,0,88.38803986383428,57.525224795862215,1525
1054,1054,0,99.44213367048916,59.861065869433205,1527
1055,1055,0,101.02235731438398,56.188312141862944,1528
1056,1056,0,108.29548036681845,65.16960664535641,1529
1057,1057,1,94.24884108845247,68.13442014077353,1530
1058,1058,0,85.7786934486742,63.583785106370804,1531
1059,1059,0,90.58876193045695,56.12256230499615,1532
1060,1060,1,95.5335804117253,56.47586641105162,1533
1061,1061,0,92.47664972278281,65.59895596478499,1534
1062,1062,1,74.83219366468012,63.851755456595576,1535
1063,1063,0,105.01174240612168,47.70198718362737,1537
1064,1064,0,87.42801475145191,55.11356499703346,1539
1065,1065,0,96.22085892107734,56.29507964771136,1541
1066,1066,2,98.6635071039397,34.091503621065826,1542
1067,1067,1,94.10251079943149,65.88701973273075,1543
1068,1068,0,88.68788992752515,52.602257164357574,1544
1069,1069,0,93.07573768615393,72.56351324229752,1545
1070,1070,0,87.15961021993556,72.21908343875461,1546
1071,1071,0,95.05832825359406,41.323610908858434,1548
1072,1072,0,96.6284810661166,58.88055739624831,1550
1073,1073,0,95.27185220973584,47.91656397387868,1551
1074,1074,0,105.64317775787602,59.533541282159916,1552
1075,1075,0,89.4172640208333,43.073595262640325,1553
1076,1076,0,107.6851145597932,74.84466901808439,1554
1077,1077,1,80.53621751648727,53.95420588101552,1555
1078,1078,0,91.16844380054499,51.33805927877901,1556
1079,1079,0,97.8033800446757,53.228131731140294,1557
1080,1080,0,93.48595126248563,73.00703012823575,1559
1081,1081,0,78.36270667543465,52.97975374416862,1561
1082,1082,0,102.42306862512658,70.45925380889295,1562
1083,1083,0,101.00314386694343,39.33019755936871,1564
1084,1084,0,87.52809066686977,54.11447881217552,1565
1085,1085,0,83.1039992391596,63.894080376964276,1566
1086,1086,0,97.00266951340417,68.27928839650923,1567
1087,1087,0,100.27844890902739,49.333209448690994,1568
1088,1088,1,99.70716951462836,36.548018720112516,1570
1089,1089,2,105.5888409165637,46.94717171614541,1573
1090,1090,1,100.06867754771949,47.16625318443484,1574
1091,1091,0,86.40244933777363,63.63033477360126,1577
1092,1092,0,98.50862884375616,55.68188972706786,1582
1093,1093,0,87.00390759486991,56.5178030346759,1583
1094,1094,0,104.3097883041042,49.00933576863458,1584
1095,1095,0,98.94009644551834,61.09279880394361,1586
1096,1096,0,88.01888604119587,63.80652154971927,1587
1097,1097,0,98.27285678068705,58.810575230653946,1588
1098,1098,0,102.84536377066257,60.45192652394369,1589
1099,1099,0,98.90878584393708,46.27917785976001,1598
1100,1100,0,94.5463783559063,45.79690306001853,1599
1101,1101,0,93.01846285962031,49.19948515502734,1600
1102,1102,0,104.43967213217036,46.592121879714234,1601
1103,1103,0,91.26683506357669,62.71330792923748,1602
1104,1104,0,88.84968343014481,52.31045968478983,1603
1105,1105,2,82.316129237432,60.62063648106259,1607
1106,1106,0,83.53466328900053,53.18292372413552,1610
1107,1107,0,98.59100549526107,57.41715625572469,1611
1108,1108,0,96.4282267808555,57.96625573424171,1616
1109,1109,0,92.71416172185053,58.410793247073784,1617
1110,1110,0,94.16129610436776,47.46530340811837,1618
1111,1111,0,90.30429532620153,51.074612263214625,1619
1112,1112,0,97.86098715566693,65.21511134951221,1620
1113,1113,1,81.76860472846266,42.28922862423185,1622
1114,1114,0,92.39285251438434,51.78226468159378,1623
1115,1115,0,109.43943740080863,63.29305244760323,1625
1116,1116,0,91.3495717060355,68.2357117732749,1626
1117,1117,0,87.42687931310851,55.92069566417229,1627
1118,1118,1,98.49932912239743,60.555246113050494,1631
1119,1119,0,100.70563816189843,62.06239773879954,1632
1120,1120,0,86.66564013834002,55.89128636346587,1634
1121,1121,1,92.56487622517123,63.51147527724886,1636
1122,1122,0,95.33709095823002,57.114427002749316,1637
1123,1123,0,95.19682852738286,41.42886179956772,1640
1124,1124,0,101.51240924806943,47.84025333037543,1642
1125,1125,0,96.39966664134195,49.53881924005887,1643
1126,1126,0,84.38772176509427,50.432706926645274,1644
1127,1127,0,95.10396328843352,47.82139418856815,1645
1128,1128,1,101.22002397365614,57.62127164102675,1647
1129,1129,1,83.00737306137971,63.866846008777195,1648
1130,1130,0,91.76284990794356,59.25124439786363,1653
1131,1131,0,91.07108123591273,52.511705670903105,1654
1132,1132,1,73.410010703279,62.83491509398686,1657
1133,1133,0,97.43744632950383,57.83981722700072,1658
1134,1134,0,96.59655221268517,51.42283204118908,1659
1135,1135,0,79.36400299300229,56.81183226986701,1660
1136,1136,1,75.840132689088,60.242677028596006,1661
1137,1137,0,96.03319108624349,42.4539272175419,1662
1138,1138,0,82.05495328429878,62.49489500230763,1664
1139,1139,0,95.79832871637419,48.155820667537206,1665
1140,1140,0,94.33875324454,52.908370633883266,1666
1141,1141,0,89.13101139200467,46.08380171751113,1668
1142,1142,0,94.12247920035715,50.476585809827114,1669
1143,1143,0,101.08865670534327,57.31396439348615,1670
1144,1144,1,88.47676459461721,38.16081041030394,1671
1145,1145,0,87.10242511100478,57.57564084714878,1673
1146,1146,0,90.85959839019635,55.216120267053924,1674
1147,1147,0,79.84245651545118,53.240487100320905,1675
1148,1148,0,101.81096497824902,64.62740945305497,1676
1149,1149,0,84.97173359037066,63.292784871290294,1679
1150,1150,0,85.81834478159905,56.48813913645343,1683
1151,1151,0,84.14717188470082,58.8938073518173,1684
1152,1152,0,97.36348812234587,58.257697714492046,1685
1153,1153,0,88.30999232349117,37.95306046829593,1686
1154,1154,0,85.53009224404185,60.031761198046794,1688
1155,1155,0,79.80633600986958,42.30920496949741,1689
1156,1156,0,99.19641706918975,43.29231618263006,1690
1157,1157,0,91.72811147592655,52.24842312288982,1691
1158,1158,0,105.16353663334914,51.06736793306476,1692
1159,1159,0,94.48599146810535,48.46778288890078,1693
1160,1160,0,92.71856341449448,73.87244971414661,1694
1161,1161,0,84.9310052227664,59.44391005957258,1695
1162,1162,1,81.22390854865175,60.09415801722767,1697
1163,1163,1,88.59124898912792,48.561184985012765,1699
1164,1164,0,105.87045193886267,60.74889184205377,1700
1165,1165,0,86.72159572144476,57.217950261665905,1702
1166,1166,0,89.5592483713654,47.12257028743775,1704
1167,1167,0,93.59065827723556,52.761221909733564,1706
1168,1168,1,97.52793888167842,59.04149473642225,1707
1169,1169,0,90.47261491208323,57.071029347220744,1708
1170,1170,0,87.82184802842376,54.77466987038153,1709
1171,1171,0,85.4570039803405,53.67720999534046,1710
1172,1172,0,106.83134881525956,51.688348148491144,1711
1173,1173,0,93.27514383794076,56.094028189153704,1712
1174,1174,0,91.32909973148071,51.951009196042975,1715
1175,1175,0,107.23152793915764,62.52782250277503,1717
1176,1176,0,85.50390185897047,41.334557546387934,1718
1177,1177,0,105.59010995260114,50.65639111508884,1719
1178,1178,1,109.28165585512706,38.41094721370189,1721
1179,1179,0,100.2262583654717,56.21927026868952,1723
1180,1180,1,104.7594497031969,53.65087002415364,1724
1181,1181,0,91.84090848974483,45.19963530346563,1726
1182,1182,0,102.47361804664656,51.42355542326061,1732
1183,1183,0,110.07191843492808,56.746540424586975,1733
1184,1184,0,88.84874119394306,47.29026352812497,1735
1185,1185,0,107.66409781545512,40.39635496665187,1736
1186,1186,0,98.45600889106016,39.72514162874922,1737
1187,1187,0,96.10359551268508,56.44207448078723,1739
1188,1188,0,95.11988598875767,48.24568726436536,1740
1189,1189,1,96.94572154271438,75.75215971361722,1742
1190,1190,0,107.4298207132592,74.57960499817872,1743
1191,1191,1,89.48533159800343,55.511618499509886,1745
1192,1192,1,80.42075643555545,51.25170120871135,1747
1193,1193,0,99.80505923026818,63.19344283394421,1748
1194,1194,0,92.25052350391319,71.30596414630192,1751
1195,1195,0,81.45098498697514,49.2586484799666,1752
1196,1196,0,90.560257284628,46.92396721894876,1753
1197,1197,2,101.04303932490807,35.90438135898845,1754
1198,1198,0,86.29463601403864,54.008447535927026,1757
1199,1199,0,91.97447961648805,44.37265564783755,1759
1200,1200,0,99.71390863792938,37.70113230738119,1761
1201,1201,0,96.76735419733916,67.69155167237798,1762
1202,1202,0,103.19551132495562,57.19674770953892,1763
1203,1203,0,79.08359761488336,42.02049709131782,1764
1204,1204,0,86.69817141187968,48.44069139357749,1765
1205,1205,0,100.19111307068533,37.38452848778975,1766
1206,1206,0,78.6776784090041,59.56210405372664,1768
1207,1207,0,84.92465067577962,57.79549350787576,1770
1208,1208,0,89.08281769607113,65.82376304600258,1771
1209,1209,0,99.86767333011893,62.119197971977684,1772
1210,1210,0,99.70841738056318,59.777743009856835,1774
1211,1211,0,80.95639343862194,55.97134691631879,1776
1212,1212,0,87.96461208271886,63.30403827721062,1777
1213,1213,0,104.2927895988237,53.68841867432047,1778
1214,1214,0,93.92951835369793,49.69997663351134,1779
1215,1215,0,96.93277289072579,51.89352030225585,1780
1216,1216,0,100.58891705758903,57.71006060002928,1781
1217,1217,1,90.52136796555577,55.74129851537518,1782
1218,1218,0,80.21068082163512,59.63931316820952,1783
1219,1219,0,96.37679932068275,51.649016967321955,1784
1220,1220,2,97.17214545463598,69.77447500350145,1785
1221,1221,1,88.3030148021256,67.43541189188714,1786
1222,1222,1,110.38084896619432,56.90070233021314,1787
1223,1223,0,86.03343914622648,61.30982767808372,1790
1224,1224,0,100.23240799039426,55.98385778319699,1791
1225,1225,0,88.93943329157347,64.49296296225329,1793
1226,1226,0,81.94452702589976,61.78399226756823,1794
1227,1227,0,100.05374484039224,55.431811857321684,1797
1228,1228,0,107.94483571722813,57.323219362468414,1799
1229,1229,0,93.02941805540655,57.3011545315614,1803
1230,1230,0,94.67239876750605,62.48561958591569,1804
1231,1231,1,94.46129211538948,57.14085143444729,1808
1232,1232,0,100.72424788303816,53.33360085030622,1811
1233,1233,0,98.61846705918563,56.9242823408574,1812
1234,1234,0,82.73831682827193,62.88854348541351,1814
1235,1235,0,86.75421864120815,66.99128907803916,1816
1236,1236,0,101.804324341156,63.342216524481046,1818
1237,1237,2,102.03982586053488,54.18404035668603,1819
1238,1238,0,87.82554173666301,54.50398959825043,1820
1239,1239,0,95.58382136713263,51.82605317013753,1821
1240,1240,0,87.29175912833307,42.6538441479271,1824
1241,1241,0,85.89713804695853,49.89356748538935,1825
1242,1242,0,85.97225658657365,62.87655671867222,1826
1243,1243,0,96.06959164980793,67.12581275453724,1827
1244,1244,0,93.72022183052209,46.31431489979777,1830
1245,1245,0,89.8952703543018,47.7247949783753,1832
1246,1246,0,98.2313127054825,57.968404058977875,1833
1247,1247,1,98.89864619813943,55.303449320152964,1834
1248,1248,0,96.61947480116503,58.57638473706585,1835
1249,1249,0,90.43419020669198,48.05115879552901,1836
1250,1250,0,85.25959789110246,63.457063204288126,1839
1251,1251,0,95.94514548751107,59.54841783741689,1840
1252,1252,0,94.09567771668246,52.09949950285226,1841
1253,1253,0,99.15811902098721,57.31707158845554,1842
1254,1254,1,96.2388006302194,60.815938589811374,1843
1255,1255,0,101.1587441680542,63.06472321735092,1845
1256,1256,0,82.98216211353738,57.17813559543398,1849
1257,1257,0,90.34279821446047,48.07807601212331,1851
1258,1258,0,99.60418506657558,59.142273345602355,1852
1259,1259,0,79.61581645672942,55.25709439845929,1853
1260,1260,0,103.90131628398656,46.52881303001455,1854
1261,1261,0,88.43406866194535,42.18421782112714,1855
1262,1262,0,100.59262866475211,47.304016976562885,1856
1263,1263,0,90.67922909756484,52.78018528206886,1857
1264,1264,1,76.88827518114795,47.52358061054412,1859
1265,1265,0,88.76078144446167,59.032450057893946,1861
1266,1266,0,80.32810418825756,51.66108369567443,1864
1267,1267,0,92.47540629565896,53.007129431093034,1865
1268,1268,0,96.92077079144886,58.305904600597906,1866
1269,1269,0,80.48175078739983,66.44340328572038,1867
1270,1270,0,99.13527990603392,54.83875427715351,1868
1271,1271,1,92.16731597907545,72.15798652541508,1869
1272,1272,0,102.28300453546736,60.384476590762034,1870
1273,1273,1,107.5183222622026,60.38226343563803,1873
1274,1274,0,101.324260831647,50.36295266887623,1874
1275,1275,0,96.48080771226205,54.355363895964665,1876
1276,1276,0,84.8319168450092,52.95008735618448,1877
1277,1277,0,92.65565643435473,50.139523420250086,1879
1278,1278,0,96.84917242505038,64.62445215123968,1880
1279,1279,0,107.3444309468876,62.34906865507291,1881
1280,1280,0,93.05182950050907,39.48995532642371,1882
1281,1281,0,94.45728738733844,46.90826623575766,1884
1282,1282,0,97.15070668478165,58.070338093520974,1885
1283,1283,0,99.28808159385228,46.50216704092022,1886
1284,1284,0,86.98316517318469,55.421030527463486,1887
1285,1285,0,99.52487910025424,65.02842862143677,1892
1286,1286,0,100.59061097447801,59.95839107456219,1893
1287,1287,0,98.91232507252063,38.136304667692926,1894
1288,1288,0,96.1189633264581,66.2818972754217,1895
1289,1289,0,89.73475925198694,65.50474883379262,1896
1290,1290,0,102.15103484872436,51.57910715251695,1897
1291,1291,0,95.00389245708956,59.870877505857585,1899
1292,1292,0,107.2619196726581,74.82779077745307,1901
1293,1293,0,90.03438145655278,58.09646895368141,1902
1294,1294,0,102.06914109410114,56.85427631418787,1905
1295,1295,0,85.28038554408458,58.06893782481837,1906
1296,1296,0,88.16004132579909,53.90069247862741,1907
1297,1297,0,91.73379058061488,50.1803969302879,1908
1298,1298,1,84.99909837434939,47.5115919569751,1909
1299,1299,0,91.21286431783943,67.39944719798942,1910
1300,1300,0,96.86372611995165,60.91077999648741,1912
1301,1301,0,86.79695318451331,65.72984530527725,1914
1302,1302,0,98.67944262049363,47.01674933557529,1915
1303,1303,0,99.43501943947125,64.79660865455901,1917
1304,1304,1,99.44455080771687,48.587353108993106,1919
1305,1305,0,94.00838323879648,48.587161709688914,1920
1306,1306,0,91.80345440494759,67.5597941860009,1922
1307,1307,0,83.93941285179771,52.77984971337667,1923
1308,1308,0,105.22365146346526,59.634685973903615,1927
1309,1309,0,98.45710512061692,59.266253476210856,1928
1310,1310,0,91.32470770904895,44.02260231943323,1929
1311,1311,0,84.91653673904356,63.139613584837846,1930
1312,1312,2,96.04331898898305,66.20192667624184,1932
1313,1313,1,95.6095711721594,63.819341180431024,1933
1314,1314,0,102.36817018803013,53.34476243834226,1934
1315,1315,0,89.81356064539763,61.464536678594186,1937
1316,1316,0,99.57306870701892,58.787461453787806,1938
1317,1317,0,110.16675862621145,56.444041375289906,1939
1318,1318,0,78.25727524925381,60.412763542690534,1941
1319,1319,0,102.98509714955372,52.95031981412764,1942
1320,1320,0,89.76249724574247,59.90685526332957,1944
1321,1321,0,86.47930879916495,50.83827707181302,1945
1322,1322,0,86.19597356546825,54.276535506232,1950
1323,1323,0,102.67447113292172,57.53581558943037,1951
1324,1324,0,92.42644818686665,63.72934633397111,1952
1325,1325,0,98.72336187162189,56.47716215752838,1953
1326,1326,1,108.7308411009501,57.082954659658,1954
1327,1327,0,94.80604764684975,55.96327393401642,1955
1328,1328,1,81.1451873871126,48.515502196829964,1957
1329,1329,1,103.05756605548676,63.90072078430113,1959
1330,1330,0,95.94002629415618,52.96976320513509,1960
1331,1331,0,80.794920810075,50.73109042753698,1961
1332,1332,0,101.23745770969474,57.206251826920244,1962
1333,1333,0,101.99247250234906,52.51818977868297,1963
1334,1334,0,99.82964563385102,59.243853737860256,1964
1335,1335,0,96.83608727763732,55.68612008685627,1965
1336,1336,2,93.8590255029397,52.87383647215301,1966
1337,1337,1,93.31666114170073,58.19964195364874,1967
1338,1338,0,108.0688497295236,60.57901056942909,1969
1339,1339,0,93.43996717513507,72.58198751758637,1970
1340,1340,0,96.99837761344003,53.930410025071275,1971
1341,1341,0,98.84678236653569,64.81439213135563,1972
1342,1342,0,99.02208652535688,64.58756269584404,1973
1343,1343,0,89.11960771323099,51.33078205832946,1974
1344,1344,0,93.13792699361873,61.67012502311407,1975
1345,1345,0,95.95600094314001,56.40366382915,1976
1346,1346,0,96.79865724758906,45.54934955072862,1977
1347,1347,0,95.11909242988655,44.17029363491251,1978
1348,1348,1,100.8454833711691,56.82006790941936,1979
1349,1349,0,91.66387110009703,59.38564147245122,1981
1350,1350,0,83.14428626051398,58.78167578085361,1982
1351,1351,0,103.95298024562459,67.53557295127952,1984
1352,1352,0,110.58630434007264,55.306729406889325,1986
1353,1353,0,76.46534271444011,61.695215981325674,1987
1354,1354,0,80.61881494937003,50.49531246868778,1988
1355,1355,0,84.56438707274977,41.78219726472451,1989
1356,1356,0,96.74773492647016,60.71047589463068,1991
1357,1357,0,99.67941935226739,58.95171701841065,1992
1358,1358,0,101.51266928768355,56.70525179042808,1993
1359,1359,1,107.15579530869367,64.30240758394572,1994
1360,1360,0,103.05038027519615,54.60798029389173,1995
1361,1361,0,99.05872325451386,50.194897840212555,1996
1362,1362,2,95.43961223155485,67.32753988149858,1997
1363,1363,1,87.29606040633008,72.26278497743552,1998
1364,1364,1,90.31873223916921,62.083686652552124,1999
1365,1365,0,98.82064655436251,54.38403973080895,2001
1366,1366,0,92.73706471955059,59.436260148452966,2002
1367,1367,0,92.38757599626386,71.54603023372647,2003
1368,1368,0,104.53497423455462,41.98430012815486,2007
1369,1369,0,101.27358793961442,63.94278098084538,2010
1370,1370,0,92.77492057025925,42.5251858209871,2013
1371,1371,0,93.0523209007228,63.18347672510844,2014
1372,1372,0,98.89229229666884,66.84755773555811,2015
1373,1373,0,82.7999534019533,44.128694287220256,2016
1374,1374,0,98.51969450261933,60.00481109581347,2019
1375,1375,0,86.03919207812578,65.93295640579481,2021
1376,1376,0,89.5525656592593,55.508725807445096,2022
1377,1377,0,81.93209585484243,47.41979400730217,2024
1378,1378,0,97.2994218585312,53.89015090742351,2025
1379,1379,0,93.01099204694185,59.37729489882347,2027
1380,1380,2,82.45708745625372,65.74602037850023,2031
1381,1381,0,95.96679150753688,69.57021192045144,2033
1382,1382,0,105.83121176990413,54.319297120507144,2034
1383,1383,0,107.55240728840187,48.26912062828375,2039
1384,1384,0,91.504902869689,51.59675675249673,2040
1385,1385,0,95.65876971274633,63.594064544226214,2041
1386,1386,0,105.83717916667717,56.0161521567198,2042
1387,1387,0,103.83760913411301,59.50048184051795,2044
1388,1388,1,79.20665453828596,41.39903329849132,2046
1389,1389,0,99.29302324782144,52.373636861856035,2047
1390,1390,0,87.7660399862429,66.32188955860356,2050
1391,1391,0,100.14320274444906,38.25235472862704,2052
1392,1392,0,89.5916813785251,45.18556643131754,2054
1393,1393,1,102.75215136456198,66.70948331466154,2055
1394,1394,0,91.28147382642968,61.43636077680978,2057
1395,1395,0,96.49902113256233,43.61886688097302,2058
1396,1396,0,103.5630217609903,58.186105454595975,2061
1397,1397,0,103.5363938173672,60.59214752776451,2062
1398,1398,0,81.28061154980479,62.94138911786743,2063
1399,1399,0,97.2999132349598,44.16409781861002,2064
1400,1400,0,86.71307740714862,52.75235554234699,2067
1401,1401,0,95.84611551168555,66.7359370652679,2068
1402,1402,0,91.82256075910462,60.49985216982708,2069
1403,1403,1,86.99681869816054,67.8565073794992,2071
1404,1404,1,85.5087588744539,56.94839375311055,2072
1405,1405,0,91.8116733643021,67.81850844381938,2073
1406,1406,0,102.67531379751011,53.429709755744454,2075
1407,1407,0,99.93935605596317,62.255583123421246,2076
1408,1408,0,84.55649726895746,56.01749275641205,2077
1409,1409,0,81.49692610489977,51.66772365439412,2078
1410,1410,0,83.61369393860407,65.9517656555164,2079
1411,1411,0,97.49859355407149,49.989595570098786,2080
1412,1412,1,89.61909090566787,56.50360038144468,2081
1413,1413,0,85.00324270244539,56.77604330185039,2082
1414,1414,0,93.9441247963052,55.876423644339575,2084
1415,1415,1,97.2899411901312,66.78778039559668,2085
1416,1416,0,104.58358347936402,53.78128161347828,2086
1417,1417,0,87.95872940643267,41.426274120762734,2087
1418,1418,0,101.45787511677798,55.626147765300985,2089
1419,1419,0,89.83528376071034,58.931571012076034,2090
1420,1420,0,97.90934606496288,55.53540540221963,2091
1421,1421,0,94.08691971727923,63.81083980478138,2092
1422,1422,1,84.75548033563649,41.393213424726675,2095
1423,1423,0,85.98562194522174,53.998901434723166,2096
1424,1424,0,88.27238080837674,46.12326734357371,2098
1425,1425,0,96.24077716679544,55.4751600996792,2099
1426,1426,0,98.66041528751384,45.40486730199015,2103
1427,1427,0,98.81976840924622,44.84323722545906,2104
1428,1428,0,104.55202592414,49.39354303989497,2105
1429,1429,0,104.23883786221805,55.149585522020814,2106
1430,1430,0,90.32612869458741,57.2929063744346,2108
1431,1431,0,99.60147340202425,61.74936740166506,2109
1432,1432,0,83.8366042800125,47.132407798382026,2110
1433,1433,0,97.67524674011246,64.84508944605976,2112
1434,1434,0,105.62299985513735,42.36735135348211,2114
1435,1435,0,83.03872521447676,50.331828030463875,2115
1436,1436,0,85.14192173408668,54.99261815705175,2116
1437,1437,0,85.48290308187909,45.540803202308965,2119
1438,1438,0,88.47195551824929,47.896279683146545,2120
1439,1439,1,101.89207124838342,57.49367673750096,2121
1440,1440,0,81.71294701876523,55.38490345207283,2122
1441,1441,1,89.88160266999202,44.80192966253898,2123
1442,1442,0,98.75123811065023,67.23535035377384,2124
1443,1443,0,88.60391845295423,52.936018731416375,2125
1444,1444,0,105.57380684750677,64.40103891582596,2126
1445,1445,0,84.36098191467063,55.02873043410721,2128
1446,1446,0,106.9015911936348,51.3295828513978,2129
1447,1447,0,99.27868568890993,43.25987873736303,2130
1448,1448,1,92.2466069529112,76.04300536400429,2131
1449,1449,0,96.5489289420311,65.42629943446848,2132
1450,1450,0,93.74253070646203,65.79934627146984,2133
1451,1451,0,90.20950860021914,51.75530098906854,2134
1452,1452,0,95.09734246179332,63.68964852042792,2138
1453,1453,0,94.86617892685118,56.41976799054449,2141
1454,1454,0,94.73931473754136,60.40466058915591,2142
1455,1455,2,87.99397416245985,62.86534518668885,2144
1456,1456,1,84.32561085777242,50.80160509671411,2145
1457,1457,0,79.31711928708584,60.59489373678625,2146
1458,1458,0,90.56673927064823,59.77143456498247,2147
1459,1459,0,98.5198208462028,55.264620558911915,2149
1460,1460,0,105.24075215049326,59.7901436064979,2150
1461,1461,0,82.77131154834251,45.044503063367856,2153
1462,1462,0,77.20996661729724,47.552900339178045,2154
1463,1463,0,82.3236653286831,55.47392062969833,2155
1464,1464,0,102.86649998848301,55.00438499719284,2157
1465,1465,0,91.98910885277024,44.50147124363258,2159
1466,1466,0,97.00201545174573,46.42071060895063,2160
1467,1467,0,89.91857920706204,49.08184831559623,2161
1468,1468,0,87.3271093556149,49.469019553822335,2162
1469,1469,0,91.55275263504339,57.59721714123295,2164
1470,1470,1,96.08554686296523,39.27342145909731,2166
1471,1471,1,94.01029747549097,54.624472713236244,2169
1472,1472,0,86.30383675873684,58.71789760900177,2170
1473,1473,0,79.96219699810253,51.57828775761247,2172
1474,1474,0,105.07588397983193,47.47715957148474,2175
1475,1475,0,99.08273896974801,61.342402418114446,2176
1476,1476,0,93.14273478452941,58.04500402520023,2177
1477,1477,1,90.1359541522571,45.64396673218798,2179
1478,1478,0,99.72843483338565,65.09832663569615,2181
1479,1479,0,107.00977384282187,52.800286043494715,2183
1480,1480,0,95.1971969253031,48.62142931872427,2184
1481,1481,0,86.80826560186394,60.760055241761464,2185
1482,1482,0,80.24783876854688,61.937382793686986,2188
1483,1483,1,87.50962636128932,62.30494570800764,2191
1484,1484,0,83.48869199051101,50.772297551836935,2192
1485,1485,0,90.55704208945177,62.261739308626964,2194
1486,1486,0,79.35374848183656,49.42391298307793,2195
1487,1487,0,100.25218074573543,63.701235590724615,2197
1488,1488,0,89.57819538583031,51.14001840293426,2198
1489,1489,0,85.68715991727598,67.74444443336719,2199
1490,1490,0,86.21321557064365,67.16392266258089,2200
1491,1491,0,105.7837987116152,44.804949367568085,2201
1492,1492,0,89.51325151033178,52.564390479744944,2203
1493,1493,0,86.32523873528224,65.66271240666313,2204
1494,1494,0,88.41111243701617,48.02249347627294,2205
1495,1495,1,100.36017956604245,58.63577675544807,2206
1496,1496,0,109.50173945745917,62.81289384715263,2207
1497,1497,0,102.41799229951238,50.51876425685859,2208
1498,1498,2,98.94734005459752,52.83852840438725,2209
1499,1499,1,91.17575035686754,48.53684318517185,2210
1500,1500,1,91.28853384047324,43.94818939113728,2211
1501,1501,0,82.33149026056189,67.80848373717608,2212
1502,1502,0,96.87303394285219,56.560823633009065,2213
1503,1503,0,100.6213346882093,59.053276064865315,2215
1504,1504,0,98.25403609832786,53.9387861430827,2217
1505,1505,0,91.42745452543812,65.44963459971305,2218
1506,1506,0,99.7562849899333,62.51095096021934,2219
1507,1507,0,102.14058474223233,52.91528745574483,2221
1508,1508,0,101.72718493160767,47.9964868724475,2222
1509,1509,0,100.7655419553359,51.715740349324335,2223
1510,1510,0,86.81864354504319,51.87069711722458,2225
1511,1511,0,86.00039039303772,63.26091480719782,2226
1512,1512,0,82.06580406058374,65.46356212074066,2227
1513,1513,0,98.49253665644049,62.746620892992496,2228
1514,1514,1,81.6134776948338,54.487385828339676,2232
1515,1515,0,95.31815727075042,60.64593273543799,2233
1516,1516,0,90.33734026240882,52.104383769501794,2234
1517,1517,0,91.87107367073389,54.30512738256182,2236
1518,1518,0,106.50337309976013,65.51346830124301,2237
1519,1519,0,78.70824426350872,51.46933497648391,2238
1520,1520,0,89.98952180070421,48.51938582865021,2239
1521,1521,2,92.18203404945177,54.55679927835199,2243
1522,1522,0,103.41086847760008,68.34797849046267,2245
1523,1523,0,82.37983780955564,65.8824693228014,2246
1524,1524,0,88.27604348559622,42.15792597892593,2247
1525,1525,0,101.72213669772016,53.99597990597983,2250
1526,1526,0,91.57430217636809,50.574968362020186,2252
1527,1527,0,101.78177255902544,65.03842611294215,2254
1528,1528,0,91.90455183421511,46.416138296497664,2256
1529,1529,0,92.97119674375618,55.70731728979742,2259
1530,1530,0,89.7476554837846,59.76163303102714,2261
1531,1531,0,81.10038674481594,48.998168725935635,2262
1532,1532,0,96.99954192867574,64.33998563195043,2264
1533,1533,0,90.6897404397249,57.13657642903192,2266
1534,1534,1,89.51287403006295,74.9072805650321,2267
1535,1535,0,79.37643419433091,41.08962829723895,2268
1536,1536,0,74.46929193014063,59.189240043233006,2269
1537,1537,0,107.79738948663034,72.97007500872351,2271
1538,1538,1,77.52833543052319,53.50347537822259,2272
