,type,x,y
764,0,92.19877286644133,61.11519717582878
765,0,88.05602918216738,60.84792658753341
766,0,84.75834407133407,60.107476855500714
767,0,87.65156714431942,60.90112082252561
768,0,92.67687521324402,60.749710733347946
769,0,85.53114238879922,60.36491570268801
770,0,90.3025856538197,60.2386410682681
771,0,92.41927057294005,60.55663728944043
772,0,84.56742247631837,60.77916003559788
773,0,86.21912656388731,60.3961244286305
774,1,85.60873892256384,60.376067726223205
775,0,88.13284144040985,61.009552049598256
776,0,88.49154178122349,61.10285164117945
777,0,93.2078327949781,59.59246209343696
778,0,89.35256018831899,60.047101803274266
779,0,89.18133359918849,60.901509733238626
780,0,87.98576311087214,59.22708217483785
781,0,90.0054016642502,61.635882846663
782,0,86.0501845696242,59.35464725900795
783,1,86.85863152108485,59.57017444891549
784,0,88.67091614250893,59.88080949788587
785,0,87.2672061343285,59.99730339681043
786,0,86.27893853251636,58.91822196635236
787,0,88.23052543388464,60.701043273233594
788,1,86.20998144030682,59.988906272023925
789,0,90.01310903121225,59.96300638769784
790,0,90.06371975988982,61.111642470693184
791,0,88.90675487796679,59.64742249086344
792,0,92.80846803033539,60.38782017379925
793,0,89.82369590063128,59.57129253604756
794,0,89.02292852825173,59.066220258005494
795,0,92.65243292891626,59.8130281859591
796,0,90.57465491560646,59.014383048753935
797,0,89.89414366807752,58.9896419128007
798,0,93.04449805876072,60.49501378585235
799,1,93.24078346952126,58.828377422173794
800,1,87.85069742138543,59.76556813000978
801,0,90.04688496439086,60.12501040465206
802,0,87.94085738801569,60.2443617109426
803,0,85.97194982545071,58.728233029706246
804,0,88.1447938377455,58.689878011216614
805,0,87.18304489303902,59.26430995809711
806,0,87.75953309652297,59.982527934431076
807,0,85.3830984394893,61.08801759318957
808,0,91.75392629457698,59.553227025736135
809,1,87.82933227315317,57.19593618444061
810,0,86.27798761934812,58.06255920268647
811,0,86.03903685168459,60.34199569222684
812,0,88.32555766225575,60.37470824506434
813,1,88.49779988637856,59.452992240266084
814,0,87.64962287832276,59.74592165044052
815,0,88.7304507185055,58.370089456289215
816,0,87.79116694022973,58.464261605876096
817,0,89.75044264005591,58.30036141913708
818,0,88.69753949991006,57.5413066069197
819,0,89.7177163944271,59.37443623932023
820,0,88.20223604946307,57.71646267409941
821,0,87.92693783780442,59.36763210938685
822,0,87.59389905768653,57.28992262138921
823,1,89.45123527412271,56.893821133047766
824,0,88.60355365398561,57.47500376223031
825,0,89.18226097411966,56.59150724735823
826,0,89.80397562590878,59.114671867109905
827,0,90.53965879446415,61.22556678993017
828,0,92.8057126705366,61.136144334532624
829,0,92.20363284317997,60.345179467418944
830,0,92.82055293127186,60.34784520603121
831,0,88.91223863665203,59.094464042807274
832,0,85.54691954555992,61.379539604665005
833,0,87.56290870538508,62.56730772069548
834,0,87.0420458623433,59.40811474336633
835,0,88.58418739801654,59.2627464766451
836,0,88.83941206646843,60.03507371919075
837,0,89.65125173138956,58.01187081235906
838,0,89.15675623369481,59.130306772172716
839,0,89.19968160365025,58.66542374667847
840,0,91.38742150159466,61.21756824433953
841,0,86.01466679777411,60.22335188144294
842,0,90.25368238881886,61.519203098302
843,0,90.38986702386669,60.49388910763208
844,0,90.82647263230716,63.182711043722875
845,0,89.54928113723929,60.4806863334499
846,0,90.21932362108615,61.04619201968811
847,0,87.47103297084568,61.14733272707752
848,0,101.21600452287493,51.570145657880765
849,1,95.7611304581083,52.01037906560912
850,0,96.50264303817018,50.5346245590421
851,1,99.89021845669167,51.91838885018305
852,0,100.25777179572609,52.17705081501141
853,0,95.76633710763097,51.4647086207647
854,0,100.27831491567203,53.020618212024424
855,0,98.95371423035212,51.674773282658855
856,0,93.47337362559819,51.03895327826568
857,0,100.5341058273401,51.07424461456132
858,0,99.76339638212545,52.52136171943277
859,1,100.56205551304667,52.1004487437891
860,0,95.4985414659266,52.0728352213063
861,0,99.13394257848367,51.52135574231799
862,0,99.5680832605621,53.2852826444347
863,0,99.65602562300823,52.8479636889903
864,0,94.73986848886389,53.5562587200393
865,0,94.04850363978314,52.46196113501608
866,0,100.77820107814172,53.148178933412446
867,0,98.18206804566411,51.9596338504051
868,0,94.89632604191574,51.40576687624982
869,0,92.70418555440719,52.2682834459259
870,0,99.62165944757923,51.92489668204738
871,0,99.04677044434072,52.883411639041164
872,2,99.15248085970399,52.139099191086004
873,1,96.4974497704123,51.07856767696451
874,0,98.74231801896701,52.24249451704018
875,0,92.99709300107337,52.115977156547345
876,1,96.9895913337941,52.33501862452684
877,0,94.621084262849,52.55252320083438
878,0,93.68994419783166,52.73958883427255
879,0,96.25945970792097,52.30074544361736
880,0,95.49662903311156,51.12053636883617
881,0,93.95179372350343,52.02340571655449
882,0,91.78915066527559,50.99975383338306
883,0,94.65511498939325,51.06935383529104
884,0,91.48573478634412,51.96535966769446
885,0,98.0722198859053,51.52024485604691
886,0,94.98129597188228,52.04260054778485
887,0,94.62171562718848,50.44015425864157
888,0,98.69169256226293,51.33154604618763
889,0,96.92326770328235,51.06324434164904
890,0,96.49821309345585,51.75722107646455
891,0,96.88740656590896,51.76310755978367
892,0,98.92976003329916,52.364353777010116
893,0,98.84793659318247,50.94534912881156
894,1,98.15164809124184,51.728084228641016
895,0,96.59951298293184,50.46009186805968
896,0,94.20641720095055,50.879132787879385
897,1,94.90659894812042,50.60330921426468
898,0,98.62261307093604,50.66217729995064
899,1,94.87364281459202,50.43925884163079
900,0,94.69109326980833,49.81511955366744
901,0,95.22577094955597,51.20822084693797
902,0,96.9104843226107,50.927604850966326
903,0,97.2995129208535,50.314023914736936
904,0,95.75644822174596,49.426427280248966
905,0,95.93645818664572,49.08143006186484
906,2,97.26152413971924,49.3250206325696
907,1,97.05062814109844,50.56065635626216
908,0,95.2071564305471,49.324344153273515
909,0,95.21645156066421,50.24008352598169
910,0,97.32717885997494,49.39431810966927
911,0,96.97880288497564,48.81664443188261
912,0,96.34670181878104,50.245079940769934
913,0,95.87678498816379,48.4835980809456
914,0,96.08004672181096,48.99316254282384
915,0,95.57748264364542,50.02074216527849
916,0,95.95663005654237,49.332506831812005
917,0,96.12944956110928,48.77419012990251
918,0,97.18052663796473,49.92464021036883
919,1,97.12616467374703,50.46568739260842
920,0,98.21366994495335,49.41803228628728
921,0,97.17846413467613,48.719354752411355
922,0,96.82616785186639,48.45855248872354
923,0,96.7863372787126,48.166650934130416
924,0,96.5219112896078,53.84713846259609
925,0,94.30639385160669,52.572994858137854
926,0,100.58238250774569,52.204592475963054
927,0,94.8495682392833,54.10833630083484
928,0,96.47056458155379,53.42612042837494
929,0,95.14477088755233,50.75226343867202
930,0,95.63935710954888,52.72502971748671
931,0,94.20047509391638,51.701304272911756
932,0,95.71240963689942,53.42329697806337
933,0,96.6367084789399,55.08521117294913
934,1,98.78061657201795,53.436886685046105
935,0,97.10471145839833,51.98103199319056
936,0,99.26785238040178,53.53421956894631
937,2,97.65009568089748,52.246963138337236
938,1,95.25918347551898,53.0626709756294
939,1,96.10292840109508,52.52256052042494
940,0,94.6503948719905,53.93610940010875
941,0,99.38251585894804,52.529985955585374
942,0,94.51659351177048,52.70712807373676
943,0,99.4029542835793,53.854838403925626
944,0,94.46097153227188,54.70486864252795
945,0,96.9068946915369,54.24510587356317
946,0,95.33675184372967,51.50086646598123
947,0,95.10451828685915,53.68573072340797
948,0,98.9525824933212,52.990210740386125
949,0,99.2307674919575,52.160436324655414
950,0,95.29957275840364,53.32194460402115
951,0,99.88369240876972,52.42343601544532
952,0,99.22068479062814,53.15638936111129
953,0,97.41211651510154,53.48262702805356
954,0,94.39036358586924,52.03586570064682
955,0,92.09279891394193,52.307473327017284
956,0,100.95414075995103,52.6260092703048
957,0,96.96555927206876,52.74025573233014
958,0,100.31602854447176,53.42956281271737
959,0,99.8152600207878,52.134909417177106
960,1,96.91693734679264,53.97223815877789
961,0,93.18501261263657,51.17097327491529
962,0,93.81010138395088,53.1064411358555
963,0,99.42474870896946,53.832197981033794
964,0,98.08707938727102,51.2500464980928
965,0,94.14615617145333,53.55246834000065
966,0,93.73096510537736,52.17706169026562
967,0,100.04135824826278,53.272143565330076
968,0,95.21559185133358,50.57223278605814
969,0,100.54598228194143,52.12824370120047
970,0,94.37796631821202,52.57341281290083
971,2,95.18669140063429,53.94198346369113
972,0,95.94298673568697,51.67546253487383
973,0,96.89047735295652,52.035851198541415
974,0,100.30805057430788,53.1979514086442
975,0,98.9210003315864,51.57815882173778
976,0,98.40845499997087,51.97906610495719
977,0,93.84996173056236,51.63298679642334
978,0,92.51875631052457,51.581117112702344
979,0,97.61656060734016,51.556838170766824
980,0,99.19063781511736,52.6526783090425
981,0,93.72399408164006,51.97851397115015
982,0,99.10782520496664,52.788477513812026
983,0,101.09976334029604,54.53136671985035
984,0,94.60744374111559,52.8195691378429
985,0,94.6821674458191,51.27119463622077
986,1,93.7543684863381,52.80420043737326
987,0,97.0501562379755,52.35904525629937
988,0,95.61794041475117,51.07778701324794
989,0,100.12648232191621,51.75345231090272
990,0,97.32824034001207,52.17929847338253
991,0,96.9978439451004,52.150109770415135
992,0,95.73842587148687,51.886555874919274
993,0,97.22497992761454,51.847234590746154
994,0,92.96635374766532,52.47487276752893
995,1,97.8023461312999,50.554432052489815
996,0,95.77130155463425,49.70451072088263
997,0,93.83723246750996,52.862003479288425
998,0,94.5143985072235,51.108507731752354
999,0,95.25458925504935,52.15586624335481
1000,1,94.3916034906666,51.73757076601174
1001,0,97.44310470259647,51.045678296574906
1002,0,98.17449336412199,51.88102611408794
1003,0,96.19971238029876,52.021267597800396
1004,0,100.07029630736268,52.34905396523642
1005,0,97.09099577498175,50.91161595332636
1006,0,97.11681003313551,53.73325569191802
1007,0,101.51361139463572,50.642422719321154
1008,0,100.11887399410702,51.61577620371915
1009,0,100.59724833245205,51.13121814644057
1010,0,102.16373635745273,53.229296946354076
1011,1,100.45210050659318,52.1468217828004
1012,1,96.85703102828937,51.15627617053274
1013,0,99.20178442608596,50.878055495694
1014,0,96.13934884147245,51.26660874856268
1015,0,94.92837239580334,51.66602293853799
1016,0,94.53049957000651,53.099680090278866
1017,0,95.3585969575947,50.22928112530069
1018,0,95.16790569630935,50.6540468702737
1019,0,94.26848370487872,51.48332367612292
1020,0,101.20854770277798,50.662042399368396
1021,1,96.43049944053944,50.76404716481794
1022,0,97.02923188941098,50.53588812253149
1023,0,94.80630879191021,53.37825570167832
1024,0,96.91752279175537,49.60748191953304
1025,1,95.6279497973389,49.891183291941275
1026,0,94.99821694328048,52.0633526775861
1027,0,95.9192195572926,51.6558900705486
1028,0,95.64227612074399,50.06202818651763
1029,0,95.97121182558314,51.01046429687032
1030,0,96.3935038951211,49.716096074528785
1031,0,94.41759590730729,50.30656983633244
1032,0,96.55839091396241,51.53873962128935
1033,0,95.53882747195625,49.54312636000141
1034,0,96.56022587214846,48.66051585841855
1035,1,97.44603066274533,50.28553944140975
1036,0,97.07299531805994,49.08783899451406
1037,0,96.22186917026121,48.16932052475209
1038,0,96.45874393720545,48.52251949062772
1039,0,96.5971049309297,51.931818668199355
1040,0,98.40888545970918,52.81997986105313
1041,0,98.93138140385469,53.864814853694355
1042,0,101.22368669754516,51.70204947343285
1043,0,96.49578488076394,52.46900872059593
1044,0,96.17443944030853,52.09160673299521
1045,0,94.90116947320057,53.33759651491909
1046,0,94.83028996996254,50.9773729285513
1047,0,97.68720696763533,51.366756757573306
1048,0,97.70350398608252,49.71245362219395
1049,0,97.90595361837647,50.226104609778616
1050,0,97.32853485959802,51.70840096705172
1051,0,97.05056308507942,52.147774786880866
1052,0,98.89276260973382,51.46801673934501
1053,0,94.69451428773002,51.92316298739244
1054,0,98.26245535050462,52.36100785913652
1055,0,98.55602993108086,51.9698329970596
1056,0,99.72741852598293,53.02172711546206
1057,0,96.3705468519006,52.61644238198762
1058,0,97.92261996789274,52.538299112997706
1059,0,94.8170046249393,52.9105811264278
