type,x,y
0,58.1478,51.8203
0,45.6028,43.6300
0,47.9814,41.9406
0,39.0650,44.8828
0,56.9942,56.0186
0,37.0850,53.5322
0,42.0675,56.2403
0,36.0722,57.1206
0,43.6956,45.4122
0,36.1753,51.7142
0,45.0706,51.3344
0,47.6847,53.5450
0,46.6744,43.4600
0,28.9317,57.0214
0,51.8092,55.6339
0,49.3836,55.9772
0,99.0756,54.8450
0,36.7878,54.9561
0,131.3667,61.6289
0,135.0678,44.3322
0,37.8797,56.0503
0,40.3442,59.5039
0,53.9611,63.3986
0,37.6947,54.2519
0,40.2644,50.5269
0,48.2231,41.6819
0,-16.9983,64.4286
0,31.9978,63.9614
0,48.3886,53.3786
0,133.4708,63.0167
0,134.2153,44.7361
0,142.7803,46.6339
0,91.7056,54.4917
0,46.0342,51.5331
0,58.3308,58.3747
0,41.2356,44.7214
0,52.0111,55.1819
0,37.9753,51.1767
0,135.4614,48.4889
0,41.0075,49.0375
0,47.1642,56.0761
0,83.8036,51.9581
0,71.6472,54.8667
0,42.0931,47.6478
0,104.2078,52.2111
0,29.0650,60.4319
0,132.3694,43.3839
0,43.7867,56.1478
0,43.0358,47.6183
0,45.9486,43.3619
0,53.7997,54.4103
0,87.0800,54.0247
0,134.9544,48.3464
0,47.0225,51.2883
0,48.3308,41.7631
0,39.4517,53.2122
0,43.6364,43.8453
0,84.7781,52.0483
0,58.7792,51.2800
0,47.2819,42.4236
0,85.2139,52.5392
0,46.3261,55.1989
0,41.0772,46.1814
0,151.6764,62.2633
0,63.9411,57.1189
0,42.2825,53.1106
0,37.5317,56.5664
0,140.2294,49.2378
0,59.4278,54.3617
0,43.9728,44.6814
0,107.8817,52.3661
0,140.2431,48.9997
0,56.6189,55.0831
0,37.6444,56.1964
0,47.0447,42.2522
0,61.1872,55.1764
0,37.2186,50.4878
0,85.2372,53.5842
0,48.3911,54.1447
0,30.6275,56.3483
0,20.5967,54.5503
0,136.2450,48.9175
0,47.1736,42.6111
0,71.1503,54.9689
0,45.8944,50.8275
0,38.6144,54.5361
0,30.3742,59.4914
0,45.0106,54.0828
0,53.9592,52.3992
0,39.4669,45.4117
0,47.7728,42.2047
0,41.3928,45.2719
0,44.6819,43.0206
0,40.3125,53.1028
0,39.5050,50.6906
0,114.4653,50.7600
0,42.8306,45.6242
0,55.6161,51.0014
0,51.0294,52.1628
0,46.3172,58.3578
0,36.1019,51.6306
0,38.1989,56.6319
0,39.1281,55.0569
0,109.8414,53.5472
0,78.6458,52.9994
0,37.2392,52.8092
0,44.3389,53.5792
0,56.9969,54.7519
0,46.6069,51.3014
0,47.0083,50.9494
0,41.9314,49.9133
0,40.3361,62.7644
0,42.9461,44.1825
0,38.9667,54.8814
0,125.3764,53.5828
0,47.0611,51.8567
0,33.5522,60.7322
0,85.3633,55.7353
0,40.0722,50.5167
0,54.1103,56.2519
0,128.5094,51.1447
0,65.9750,57.1469
0,39.6953,52.6733
0,42.2164,49.2075
0,38.4419,45.7544
0,39.1344,54.9322
0,128.2483,50.7728
0,78.7144,67.4742
0,37.5206,52.3447
0,37.2153,50.8050
0,37.1075,51.0081
0,38.6461,55.8153
0,58.8092,54.9381
0,38.8411,44.9033
0,42.9964,44.7125
0,47.0839,60.3564
0,39.8542,45.0050
0,41.8433,47.4956
0,33.7708,53.3867
0,43.9431,44.0261
0,133.1236,42.7803
0,63.6297,56.0869
0,49.5303,54.3072
0,38.5578,55.4258
0,108.2675,51.8350
0,51.4856,51.5789
0,66.9467,63.2186
0,57.5628,54.3725
0,44.7114,43.1517
0,88.3617,66.9358
0,38.1978,55.5469
0,41.9361,46.0831
0,33.3569,45.4489
0,47.3900,55.8250
0,48.3019,57.6786
0,61.7339,55.2514
0,40.9075,48.0250
0,56.1342,53.6189
0,51.7464,53.0433
0,32.1839,54.6006
0,43.9081,56.1914
0,39.9850,53.2256
0,44.3686,43.4689
0,115.6389,50.7028
0,36.1094,51.4178
0,48.2858,41.5725
0,132.3567,43.3244
0,40.1753,45.0681
0,40.5128,53.0467
0,40.9922,50.9197
0,46.2006,55.9408
0,34.7622,45.4639
0,91.6117,53.6922
0,45.2464,53.2308
0,37.2503,56.4036
0,53.4931,55.5378
0,53.0739,56.5956
0,53.6042,63.5286
0,37.6014,44.7461
0,46.5003,60.4603
0,34.8181,45.4075
0,84.5800,53.3614
0,94.2167,55.7789
0,31.1972,55.6039
0,47.0353,51.7056
0,86.8694,54.0664
0,37.9894,55.8733
0,44.9947,54.7583
0,65.2525,55.4722
0,41.8939,50.9561
0,117.5475,52.2056
0,47.5631,45.8467
0,39.7550,48.7481
0,46.7689,42.5900
0,41.8739,45.1606
0,38.2636,52.1867
0,51.1639,52.7972
0,33.5436,44.7731
0,38.4231,51.0167
0,42.7103,52.6764
0,115.6797,50.2322
0,40.4872,46.1736
0,42.2339,57.0467
0,35.1053,53.9328
0,39.8264,44.7244
0,90.4308,56.3894
0,53.8192,56.4772
0,98.8144,58.6711
0,29.9450,57.5489
0,73.6783,54.7114
0,40.5944,45.5536
0,45.5361,51.4506
0,42.8411,53.0614
0,57.5622,54.2156
0,61.6175,56.4686
0,118.9908,50.2836
0,54.4569,53.5369
0,53.4078,56.8561
0,52.4625,57.2144
0,42.8375,52.9311
0,58.4775,56.8300
0,40.0447,47.9294
0,43.7736,43.8033
0,37.6569,52.4319
0,45.7369,48.5867
0,42.2531,51.9769
0,90.1836,53.1606
0,73.6650,54.9700
0,79.6697,53.3281
0,41.1917,46.6528
0,111.0689,54.8647
0,60.5650,56.9758
0,46.1703,54.8133
0,38.4772,51.3814
0,44.2461,44.8097
0,38.9692,52.3542
0,114.3389,51.6256
0,41.9619,44.3775
0,47.3203,55.3492
0,39.1928,45.1367
0,138.4844,50.3400
0,129.8381,49.7828
0,47.5156,43.2731
0,48.8489,54.3600
0,54.4311,55.1089
0,32.4106,54.5200
0,42.1061,55.4044
0,28.9839,61.0794
0,45.4869,56.3753
0,84.7422,56.5222
0,44.7711,43.2256
0,37.6453,55.5636
0,35.4772,50.8581
0,92.1336,53.6664
0,34.3667,53.2428
0,30.6800,59.9042
0,62.8442,56.7275
0,47.4219,42.2994
0,119.8339,59.9803
0,50.4003,56.4083
0,61.2400,56.6375
0,35.6361,56.2331
0,35.2508,45.2381
0,56.6589,57.3006
0,60.0772,53.5275
0,41.2886,52.7686
0,40.1208,48.1058
0,38.6511,55.2728
0,34.5956,45.1422
0,42.2683,54.7692
0,133.6478,45.8708
0,34.0822,45.4689
0,37.7064,56.5633
0,142.6494,46.9250
0,39.6875,46.9378
0,38.6206,45.6347
0,31.9703,52.9578
0,71.2903,54.9883
0,58.8119,57.4556
0,83.6178,53.2303
0,35.2511,51.2400
0,43.8744,55.7728
0,43.2200,43.9008
0,40.8633,50.1853
0,65.5397,55.3247
0,60.5944,59.0539
0,40.2903,46.6825
0,32.2619,56.6508
0,54.3794,58.3814
0,22.7333,54.6400
0,47.9778,55.6256
0,147.0822,65.1622
0,34.7097,45.3614
0,37.5464,55.0989
0,40.9739,57.0003
0,40.2739,54.4628
0,97.6239,56.0678
0,31.7811,59.8756
0,45.5728,43.3089
0,103.5042,52.9694
0,81.5956,58.9242
0,33.6239,44.5683
0,40.2650,60.3200
0,59.0289,56.3833
0,46.0586,49.9133
0,47.8811,41.7567
0,60.6056,56.8386
0,39.6275,59.3617
0,55.7192,54.6717
0,39.5494,46.1056
0,36.2153,56.6264
0,82.5636,55.2011
0,45.0394,53.3103
0,38.2825,55.5514
0,44.4000,45.0269
0,82.4594,55.0100
0,44.8672,43.0564
0,43.9889,47.8997
0,42.4939,50.8525
0,57.6917,58.7467
0,22.3886,55.0503
0,37.7806,50.8244
0,33.6328,45.5844
0,56.4942,60.3211
0,108.4161,51.5864
0,104.0525,52.4194
0,57.6839,53.5203
0,82.6356,54.6942
0,51.9744,65.0422
0,112.1414,51.1261
0,34.2778,55.8308
0,55.7364,58.0783
0,104.0550,52.3650
0,108.3961,51.6869
0,40.9803,45.1936
0,46.7983,55.9344
0,46.5972,43.2719
0,142.7933,47.3261
0,38.6028,45.4564
0,52.1175,56.9711
0,47.9000,56.6344
0,45.7456,55.9317
0,85.1589,54.7003
0,51.2494,55.1992
0,43.6197,56.5489
0,107.8244,50.6056
0,41.4717,51.7136
0,136.9639,50.4561
0,44.8353,43.2853
0,55.0169,51.0861
0,45.3819,44.2519
0,37.0297,52.9600
0,37.0392,55.6739
0,88.5214,56.1114
0,46.3444,43.4375
0,60.4058,56.5431
0,51.6147,57.1081
0,32.1100,54.8206
0,40.8208,64.4136
0,86.9372,53.7222
0,70.8394,66.8611
0,37.0375,50.7664
0,128.8658,71.6336
0,83.4631,56.8269
0,44.8469,54.0292
0,46.6128,57.6764
0,78.5964,52.9789
0,41.1478,44.4764
0,47.6619,45.8172
0,41.9406,44.3658
0,55.9178,56.0008
0,44.7308,50.8378
0,136.4997,49.1089
0,79.5394,53.6233
0,60.6022,55.2233
0,140.2689,49.0364
0,40.3144,44.9533
0,36.4119,54.5703
0,37.2206,50.8242
0,53.6956,54.5242
0,28.7628,57.7603
0,44.4639,53.2728
0,20.0997,54.7347
0,35.6581,50.8008
0,80.6558,52.3881
0,28.5644,59.4008
0,47.6369,45.8553
0,43.9014,53.1631
0,85.9600,55.4692
0,39.0172,45.0903
0,85.3850,54.6072
0,44.5439,51.9519
0,39.8847,56.1917
0,41.0286,44.5517
0,103.5775,53.6969
0,36.3075,51.9039
0,131.9806,60.8972
0,86.1403,54.5836
0,40.6933,53.2311
0,41.1425,50.1953
0,86.0989,55.0142
0,55.8169,54.2928
0,50.4342,58.7783
0,37.9222,53.9319
0,97.1442,58.4381
0,40.2061,48.9897
0,39.1411,47.2911
0,34.3722,53.5669
0,56.1156,56.2100
0,42.6725,45.7972
0,55.4089,54.6811
0,36.6358,61.2511
0,44.4850,43.7200
0,105.2175,52.9461
0,56.9631,55.7614
0,40.6869,58.3619
0,55.3886,57.7219
0,47.3231,42.4317
0,65.2622,55.4600
0,44.1808,43.0517
0,133.7631,45.9722
0,124.8125,53.6914
0,141.5089,52.2103
0,86.1339,50.7497
0,30.1547,60.5753
0,40.2289,52.3233
0,108.2203,52.9483
0,39.8022,44.3719
0,36.4672,50.6447
0,50.0336,52.7142
0,84.8744,51.0356
0,128.9436,61.3969
0,79.5625,57.5642
0,54.6122,55.3600
0,37.9097,55.3428
0,40.4997,49.5086
0,43.1842,52.5008
0,60.3058,54.5756
0,56.2236,53.9783
0,56.4131,58.2908
0,47.4344,50.6708
0,40.1064,53.9397
0,48.3153,46.3206
0,37.6939,51.0706
0,45.3361,54.1056
0,41.1842,48.2408
0,34.1608,53.2711
0,132.5842,44.0828
0,33.9547,44.5508
0,85.1067,56.3753
0,61.2822,55.9903
0,33.0906,68.8428
0,49.5069,56.4614
0,85.2544,56.5567
0,62.7761,61.1864
0,45.8678,42.9344
0,82.2922,53.6806
0,34.0517,45.8583
0,48.8319,52.9561
0,51.0283,58.4286
0,33.9211,45.8322
0,37.7614,55.0606
0,48.0225,54.1594
0,46.6372,43.0708
0,45.0986,43.5611
0,123.8439,63.8564
0,44.8053,43.4739
0,42.8853,54.2708
0,40.0803,50.9167
0,34.6369,57.5808
0,30.3158,59.9392
0,32.5561,59.8436
0,51.0456,52.9539
0,30.6122,59.7256
0,39.6181,43.7367
0,39.8081,50.4228
0,43.1311,43.2383
0,35.6472,56.0031
0,34.0247,58.9664
0,39.7939,55.1289
0,115.1694,50.5794
0,56.7811,54.4061
0,71.7450,61.2728
0,53.4178,56.0475
0,55.9050,53.5869
0,46.5828,43.7628
0,43.2303,43.8522
0,74.9356,54.0658
0,83.7144,55.0425
0,37.5389,52.4144
0,109.5703,51.2861
0,42.7544,43.8636
0,35.6164,45.1944
0,36.3728,45.2039
0,48.8842,56.1678
0,73.5944,55.5539
0,56.0908,53.7186
0,72.3106,54.9511
0,48.3200,55.0150
0,38.4239,54.5150
0,44.6983,44.7978
0,85.2194,55.8658
0,33.8003,45.1872
0,41.2850,56.3028
0,98.6175,58.5831
0,87.1172,53.9542
0,43.7078,51.1806
0,42.4803,50.9844
0,44.0347,49.5714
0,67.0436,56.6275
0,73.2550,55.1958
0,44.7600,43.2083
0,50.5347,56.2750
0,40.1981,47.8833
0,40.5203,44.2917
0,42.8297,59.9617
0,54.0567,54.3514
0,108.0503,51.9403
0,75.4358,54.6272
0,52.1319,54.5086
0,50.9550,61.7250
0,33.6911,46.0875
0,37.5553,45.2261
0,39.9578,52.4836
0,38.2594,56.0644
0,59.9358,51.5197
0,83.3075,52.1228
0,74.0700,54.7800
0,85.0161,52.4186
0,41.8397,49.7569
0,46.7586,58.9306
0,83.1292,55.0575
0,56.2078,53.5611
0,39.8242,52.5383
0,48.2433,46.2908
0,91.3525,53.7869
0,44.4997,55.4450
0,37.5275,56.7308
0,79.6975,52.0750
0,35.6697,50.4972
0,33.2717,45.4081
0,38.2694,55.8317
0,45.8933,55.2217
0,67.0861,57.6119
0,43.6181,53.2231
0,118.4006,63.2861
0,90.4056,50.9369
0,41.6897,46.1942
0,53.7069,54.4783
0,39.6417,46.1739
0,65.3219,55.4544
0,34.6367,61.6186
0,39.2239,54.9139
0,129.7358,62.0392
0,42.8808,44.2342
0,33.0467,55.1206
0,47.9394,52.9703
0,41.7697,51.6261
0,38.6969,46.1397
0,86.1558,55.1431
0,37.1553,53.9417
0,131.7814,60.7586
0,51.1442,54.9561
0,34.9867,45.1222
0,64.2519,55.8219
0,43.7975,43.5536
0,38.1078,55.4403
0,85.0206,50.5053
0,39.9333,44.8475
0,47.4097,43.0175
0,48.6800,52.6892
0,81.1603,54.3842
0,41.7653,52.7889
0,114.1989,57.8519
0,52.1197,55.0425
0,71.6775,54.2647
0,45.8272,43.1861
0,132.3217,43.4186
0,51.2931,53.8314
0,44.5400,57.5014
0,85.6311,56.0650
0,91.1817,53.6892
0,39.5092,51.7553
0,33.7864,45.5708
0,114.2867,51.0036
0,33.9072,55.6592
0,56.9308,53.5833
0,39.1486,51.7942
0,40.9022,45.1636
0,39.0822,50.8603
0,83.8019,56.0078
0,89.9278,52.8503
0,36.8264,45.3933
0,44.3403,53.4489
0,55.6878,52.6881
0,112.5453,49.5781
0,83.7675,57.5814
0,39.7792,44.8222
0,41.0886,47.3744
0,38.9536,54.2011
0,38.0172,59.3472
0,108.7997,51.5753
0,130.7833,42.7106
0,82.2606,52.9464
0,41.9425,47.4697
0,35.5878,50.4614
0,86.6786,54.7528
0,41.7886,47.4258
0,85.7956,54.6164
0,40.2572,47.2347
0,34.7567,45.3992
0,38.2569,56.4244
0,74.8056,54.1539
0,47.6681,45.9333
0,139.9242,53.9336
0,53.8764,63.5989
0,49.3219,53.5708
0,85.9519,55.6381
0,52.2369,55.8033
0,43.6753,56.4367
0,91.3331,54.5478
0,70.4531,57.9411
0,38.7228,52.6200
0,91.8778,57.5819
0,52.3614,59.4189
0,72.6522,55.2347
0,45.8381,51.4458
0,47.2889,42.5342
0,41.2156,53.0828
0,92.8239,51.3319
0,34.2067,59.9286
0,107.2672,52.1219
0,54.0344,56.8156
0,80.2683,53.9161
0,65.0956,55.2111
0,71.4633,60.0744
0,55.1947,58.0158
0,58.1689,52.4469
0,78.1808,54.9506
0,30.5119,59.9075
0,51.1125,54.2839
0,46.7131,43.8989
0,43.5397,56.4722
0,48.1242,45.9686
0,39.5553,45.3828
0,46.7764,42.1169
0,35.3825,45.0319
0,57.8908,57.9994
0,34.0800,52.3158
0,42.7731,46.0028
0,96.5325,56.2003
0,48.1194,51.9678
0,59.4733,52.8861
0,91.9125,53.5347
0,47.7069,54.9922
0,57.9611,56.7431
0,39.5569,51.6181
0,50.2561,53.5008
0,48.0069,41.8058
0,54.3408,58.9292
0,38.8933,51.6567
0,37.2631,51.8867
0,65.2578,57.1428
0,38.3708,45.1189
0,39.1636,50.1867
0,106.5514,52.1069
0,37.3233,44.9656
0,39.5272,50.8797
0,120.7508,63.5017
0,37.2864,53.7097
0,50.8903,54.5547
0,43.7092,53.5367
0,37.8858,50.1461
0,128.7369,50.7417
0,81.3953,52.2058
0,35.9267,54.8075
0,113.5958,51.0483
0,37.5675,54.2958
0,41.4769,50.0586
0,41.9753,55.2467
0,87.1919,53.3369
0,32.4056,57.9158
0,124.7189,56.6611
0,40.6622,53.9419
0,79.2353,52.2558
0,135.8458,48.0869
0,53.6839,63.5625
0,39.7992,53.1781
0,38.9758,52.9753
0,47.0356,42.5139
0,39.1906,46.5894
0,129.7711,62.5861
0,87.3950,53.7811
0,60.6322,51.5669
0,103.6483,57.0808
0,36.1258,53.0383
0,41.4814,47.2692
0,103.9467,52.2056
0,39.7811,52.0878
0,49.0303,54.9750
0,40.3461,44.8033
0,42.6733,51.5964
0,38.6597,45.4856
0,40.4097,56.2178
0,37.6642,54.2928
0,34.7325,51.5058
0,37.4433,54.8244
0,34.6636,59.4981
0,32.4975,67.3728
0,46.5900,43.2464
0,51.8200,55.5139
0,42.9061,54.9117
0,47.4539,56.0686
0,46.8814,44.3094
0,48.1181,41.9631
0,40.3275,48.5553
0,36.2106,50.8642
0,52.6525,58.1142
0,42.8322,53.9597
0,65.7111,59.6461
0,54.5694,58.9667
0,39.5681,51.8083
0,90.1506,54.4944
0,77.5569,54.2831
0,37.9486,59.1939
0,104.0214,52.8050
0,57.3058,56.2147
0,43.1217,44.2522
0,44.3578,43.2661
0,40.0122,56.1286
0,92.4458,53.7561
0,46.5417,42.7747
0,116.6381,51.5822
0,32.8217,53.9889
0,44.4186,54.0308
0,36.7756,51.4044
0,33.3150,69.2489
0,61.8153,55.0803
0,93.1453,56.1436
0,82.0267,51.5694
0,44.5714,53.1561
0,39.3181,62.1203
0,65.3619,57.2167
0,41.9153,44.4478
0,39.7711,46.9508
0,95.5353,56.2539
0,42.0822,55.3475
0,50.0389,52.3986
0,38.0417,50.0839
0,56.5381,52.0081
0,22.4181,54.6650
0,47.8228,42.1325
0,50.2847,53.8692
0,87.2656,53.7081
0,45.3900,52.3139
0,107.0397,50.2017
0,38.6619,51.2575
0,46.4125,51.2778
0,39.5067,53.7433
0,35.7464,45.3214
0,41.6647,47.2442
0,40.7042,55.7919
0,39.0456,55.2308
0,42.4703,43.9344
0,33.7058,44.6886
0,94.5022,51.1467
0,43.3589,56.6139
0,20.0986,54.5014
0,48.1856,46.3394
0,68.3494,58.1683
0,39.2367,45.1556
0,57.6586,58.3125
0,44.7478,54.6208
0,41.7875,51.4600
0,41.9644,57.4686
0,39.7036,44.3556
0,42.0669,47.5219
0,36.8631,56.1242
0,119.7661,53.7361
0,128.4192,54.6483
0,52.0544,55.7567
0,40.1989,47.8144
0,59.1078,51.0511
0,87.3750,53.9617
0,39.7986,55.5589
0,87.0339,53.9006
0,37.5003,54.2442
0,40.0567,44.4611
0,57.8069,59.0933
0,38.4831,56.0422
0,33.6125,45.5003
0,40.6750,47.3356
0,40.2108,48.0328
0,43.2589,47.3378
0,38.7075,55.5203
0,45.0511,46.4806
0,39.0044,56.4025
0,38.2406,57.5792
0,73.6206,55.0425
0,31.2756,58.5214
0,38.5436,47.1972
0,43.0156,43.8822
0,32.7231,54.2550
0,103.5519,52.5586
0,30.4383,60.1619
0,33.7403,44.7594
0,85.9483,54.3294
0,60.2456,56.8483
0,83.0028,52.6633
0,51.3703,53.1869
0,36.5947,50.4453
0,44.1058,55.2206
0,48.4578,46.6522
0,35.8342,56.6942
0,58.1983,54.7522
0,29.9294,59.7906
0,45.9011,43.1489
0,130.8656,52.4542
0,116.9178,51.7111
0,37.3506,44.9450
0,47.9519,41.8236
0,38.5597,54.8539
0,43.0972,44.0236
0,38.8925,45.0353
0,38.1089,55.8119
0,38.6656,44.3542
0,41.4681,56.3822
0,43.6997,47.2433
0,34.5633,51.9228
0,46.2197,42.6664
0,46.0878,43.2019
0,43.6519,43.6856
0,87.7800,52.8744
0,44.0897,44.6147
0,39.0708,47.8414
0,38.4344,52.6014
0,58.3017,51.1964
0,48.1350,42.0861
0,132.2322,49.0164
0,42.1392,43.7711
0,40.8456,44.2161
0,40.4819,56.2783
0,100.6378,54.5972
0,39.1947,51.0056
0,38.1122,45.2939
0,40.3325,53.1014
0,91.0314,53.4439
0,56.2692,57.9211
0,92.9200,51.5347
0,60.3342,56.4797
0,45.1408,44.8339
0,37.1600,54.4814
0,41.8708,44.1811
0,51.2244,53.0631
0,34.7386,53.7522
0,33.1653,56.2322
0,59.7317,54.6014
0,39.2825,47.2778
0,43.2033,56.4550
0,37.6528,50.8408
0,39.1500,57.2569
0,33.3319,59.8100
0,36.7550,51.4164
0,37.1206,55.8600
0,41.0431,48.2803
0,125.8108,53.4536
0,131.1306,42.6444
0,62.0464,56.7764
0,45.8311,43.2697
0,49.8139,58.2897
0,58.1561,56.1628
0,48.0769,46.3242
0,31.6717,56.2800
0,34.3697,53.3061
0,84.9097,52.4544
0,29.9358,59.0119
0,59.0289,55.0406
0,39.0650,44.8828
0,95.1986,50.9294
0,55.5844,56.4331
0,124.8489,56.2225
0,39.3025,45.1550
0,54.1717,59.1264
0,36.5583,56.4428
0,36.3272,54.4203
0,36.7403,50.4050
0,85.4172,54.5561
0,39.7433,49.7161
0,30.1389,59.3911
0,50.5508,55.3658
0,129.7036,62.6647
0,34.1278,45.4736
0,32.3444,59.3561
0,42.2014,46.6203
0,39.8683,54.8133
0,84.7686,50.9264
0,45.5906,42.7150
0,46.2786,56.2981
0,45.3089,51.1633
0,57.9839,56.1272
0,36.2789,52.1853
0,44.6958,48.5986
0,61.2942,54.5406
0,41.3067,45.9200
0,47.8131,46.1636
0,38.5867,45.1942
0,34.1911,45.7044
0,78.0053,54.2444
0,128.4333,49.6531
0,47.1667,54.3275
0,86.6256,56.8292
0,40.3317,48.5253
0,43.1328,46.5347
0,48.4300,56.7503
0,52.6603,55.7044
0,44.7358,43.0847
0,42.9853,46.8517
0,34.3997,45.0364
0,47.7600,42.2269
0,83.7097,53.6275
0,21.9500,54.5333
0,59.5178,57.8944
0,131.8125,43.8069
0,60.4144,52.3928
0,95.6172,56.5022
0,102.9194,50.5097
0,82.5100,54.8969
0,39.8714,55.7108
0,82.6022,54.8069
0,73.8833,55.5831
0,101.7361,55.6778
0,54.4161,53.9786
0,55.6481,51.6953
0,78.1597,53.2458
0,48.8897,55.8775
0,34.1292,45.2783
0,45.2611,54.1544
0,38.0192,45.3808
0,40.1994,51.7164
0,42.8144,47.7653
0,38.9700,45.1319
0,38.0975,54.0039
0,47.9708,41.9803
0,51.8733,56.8067
0,58.1581,55.4839
0,40.0931,61.3314
0,46.0953,50.0264
0,45.6142,56.9589
0,42.1292,51.1233
0,39.7722,46.0750
0,45.9986,43.2383
0,44.5119,63.9711
0,45.6494,43.0711
0,35.9075,55.5150
0,39.0150,51.7214
0,70.1639,56.7728
0,40.0969,46.5314
0,96.3781,56.2042
0,82.8361,54.6364
0,59.2022,59.5003
0,48.0378,46.4961
0,87.3878,56.3803
0,136.6172,45.0486
0,37.6203,55.7539
0,42.8997,62.1056
0,48.7847,56.9611
0,73.6381,54.5844
0,38.2622,52.4964
0,41.8147,55.6597
0,42.7517,51.7458
0,43.7283,48.6364
0,47.3861,42.3011
0,30.3578,60.3761
0,46.4556,43.2850
0,40.1872,45.7672
0,113.4533,52.1589
0,52.4153,55.6139
0,84.6347,53.0706
0,46.5939,52.4781
0,34.0922,45.1989
0,46.9106,50.3792
0,39.3775,47.5975
0,60.8886,55.1033
0,40.3136,62.6028
0,42.2372,47.8456
0,95.6308,55.9039
0,135.2928,43.7453
0,78.9192,53.3731
0,39.4364,44.7606
0,40.9936,49.5400
0,40.3964,44.9992
0,46.8392,43.0228
0,37.9736,55.6111
0,82.1744,55.0422
0,40.8194,47.2378
0,34.9828,53.1217
0,47.3761,41.6192
0,48.3639,46.3744
0,30.8850,59.8081
0,68.2703,58.1411
0,59.2636,56.2417
0,33.9383,45.0686
0,63.0175,61.9264
0,40.2711,49.4000
0,80.6083,54.3622
0,34.3886,45.5089
0,68.4814,55.6108
0,52.2244,55.7750
0,44.7975,46.8522
0,106.4431,50.8078
0,143.1292,46.6108
0,87.9894,52.9211
0,48.2656,53.9106
0,34.5575,45.8869
0,32.7675,67.4428
0,41.7819,44.0389
0,48.1511,41.7092
0,55.3158,51.6211
0,131.9897,43.3719
0,46.1361,55.4847
0,82.9708,53.3283
0,63.2464,57.6439
0,34.4561,44.9947
0,40.5986,45.3936
0,49.5586,58.6417
0,54.0236,56.2761
0,46.8689,54.0853
0,84.8806,56.2817
0,87.8136,56.0297
0,40.2411,49.2094
0,92.9328,54.0886
0,61.0658,57.1369
0,38.2350,55.5456
0,61.4186,56.7572
0,49.0708,53.6714
0,132.8908,44.5992
0,44.6458,44.7686
0,91.2867,53.5508
0,135.6700,51.6689
0,52.0842,54.8147
0,39.9344,53.1053
0,73.3011,54.8414
0,50.9994,53.2728
0,43.9786,44.2703
0,48.3853,57.0278
0,50.0778,54.7392
0,46.6931,43.8550
0,36.7394,50.4553
0,41.9806,52.7878
0,33.9411,45.7231
0,29.2872,60.4706
0,61.6553,56.6711
0,39.0167,45.4525
0,82.0347,52.6675
0,41.6100,45.4542
0,42.9019,52.9108
0,52.3081,56.4636
0,38.1125,55.8769
0,95.2147,50.2672
0,51.1783,53.2500
0,34.5669,45.5856
0,38.5203,54.9561
0,35.8803,52.8294
0,127.8625,50.0842
0,59.7986,58.6356
0,44.9353,43.6972
0,55.6667,51.8206
0,35.8331,53.9625
0,52.8056,53.5747
0,32.5903,60.0358
0,59.5064,51.5894
0,32.7281,45.4994
0,35.0789,44.9219
0,40.2258,56.2611
0,54.9797,54.0228
0,37.5114,55.2744
0,40.8217,44.8836
0,47.8033,56.6333
0,85.6753,51.2894
0,46.8603,57.7675
0,83.7636,52.2172
0,59.3367,50.8797
0,38.6319,47.4769
0,38.3453,52.7644
0,36.3106,51.7536
0,42.9817,49.7694
0,82.8317,58.3606
0,36.2675,51.2100
0,47.9619,41.4181
0,65.3858,56.6506
0,37.2919,56.4497
0,44.2253,59.7656
0,37.5250,54.4781
0,36.7928,55.9142
0,37.8644,55.9600
0,37.4883,53.8542
0,43.0269,56.2839
0,39.1814,47.0286
0,46.6553,43.4403
0,54.6286,55.5589
0,37.7831,45.0867
0,131.5831,48.9697
0,29.4736,59.5328
0,29.8436,59.4972
0,30.2094,60.1447
0,57.5769,53.2292
0,37.3242,56.3775
0,48.0156,42.0183
0,70.4492,56.2864
0,81.6208,53.5125
0,36.8981,50.9700
0,40.4539,47.5092
0,43.8978,53.9900
0,38.8733,45.9311
0,49.3933,54.2172
0,31.8575,59.1344
0,43.2111,54.6314
0,55.0094,54.7161
0,50.2053,55.7194
0,43.4111,46.6544
0,47.8378,54.2906
0,42.8053,51.6667
0,38.8925,45.0353
0,41.7867,43.8242
0,46.0914,52.3603
0,46.1947,43.1336
0,58.3167,53.3519
0,46.9553,47.3372
0,66.2014,57.1228
0,43.6319,44.2267
0,58.1119,55.5033
0,85.3767,52.0433
0,43.7922,50.8958
0,41.5122,57.4606
0,57.6422,57.3075
0,47.3878,42.6556
0,132.9217,48.7947
0,41.2886,53.2031
0,47.4022,42.9911
0,81.9083,54.3147
0,38.6775,54.8544
0,69.3744,56.0889
0,131.2158,47.7336
0,30.1122,58.5669
0,33.5047,53.6903
0,54.0206,56.7283
0,38.3078,45.1789
0,50.2111,56.3456
0,38.2675,52.6253
0,44.3972,55.3128
0,84.9475,50.8058
0,37.3922,55.8636
0,166.4522,68.0567
0,66.0453,62.4592
0,56.0264,54.4231
0,37.1072,45.3500
0,41.6511,64.1889
0,47.1783,41.6253
0,37.2839,45.0025
0,36.0608,55.5100
0,47.8467,41.4258
0,82.7550,55.0383
0,39.8492,57.3033
0,43.6536,43.2831
0,132.2342,43.9547
0,53.3728,56.9617
